,Company Name,Symbol,Exchange,Currency,Country,Sector,Industry,Website,Full-Time Employees,Insider Ownership (%),Institutional Ownership (%),Market Cap ($B),Enterprise Value ($B),Shares Outstanding (B),Float Shares (B),Book Value/Share ($),EV/EBITDA,EV/Revenue,Current Price ($),Open ($),Previous Close ($),Day High ($),Day Low ($),52-Week High ($),52-Week Low ($),50-Day MA ($),200-Day MA ($),Volume,Avg Volume,EPS (TTM),EPS (Forward),PE Ratio (Trailing),PE Ratio (Forward),PEG Ratio,Profit Margin (%),Operating Margin (%),ROA (%),ROE (%),Operating CF ($B),Free CF ($B),CapEx ($B),Total Debt ($B),Debt to Equity,Quick Ratio,Current Ratio,Dividend Rate ($),Dividend Yield (%),Payout Ratio,Ex-Dividend Date,Revenue Growth YoY,Earnings Growth YoY,Earnings Date,Last Split Date,Last Split Factor
321,"CNO Financial Group, Inc.",CNO,NYQ,USD,United States,Financial Services,Insurance - Life,https://www.cnoinc.com,3400,2.34,97.67,3.81,6.97,0.099,0.097,25.33,7.38,1.62,38.45,38.43,38.31,38.75,38.2,43.2,27.5,38.04,38.04,912397,745275,2.86,3.74,13.44,10.28,N/A,7.11%,7.79%,1.11%,12.47%,0.67,0.86,N/A,4.4,173.8,0.65,2.94,0.68,177.0,22.38%,1749513600,-13.2%,-87.1%,N/A,N/A,N/A
322,Coherent Corp.,COHR,NYQ,USD,United States,Technology,Scientific & Technical Instruments,https://www.coherent.com,26157,1.14,94.52,13.56,19.43,0.155,0.126,34.46,18.87,3.47,87.23,89.28,89.88,89.84,86.08,113.6,45.58,74.93,84.97,2543434,3613779,-0.22,4.36,N/A,20.01,N/A,1.73%,9.71%,2.02%,1.0%,0.67,0.53,N/A,3.94,48.29,1.27,2.47,N/A,N/A,N/A,N/A,23.9%,N/A,N/A,1309132800,2:1
323,"Coca-Cola Consolidated, Inc.",COKE,NMS,USD,United States,Consumer Defensive,Beverages - Non-Alcoholic,https://www.cokeconsolidated.com,15000,33.02,52.11,9.72,10.13,0.077,0.052,17.2,9.28,1.47,111.45,110.9,110.88,112.56,110.1,146.09,105.21,117.48,126.9,1535790,676683,6.42,38.94,17.36,2.86,N/A,8.29%,12.01%,11.5%,36.83%,0.88,0.37,N/A,1.9,126.85,1.69,2.03,1.0,90.0,9.35%,1745539200,-0.7%,-32.8%,N/A,1748304000,10:1
324,"Compass, Inc.",COMP,NYQ,USD,United States,Real Estate,Real Estate Services,https://www.compass.com,2566,2.0,75.66,3.34,3.77,0.511,0.453,1.22,-119.78,0.64,6.41,6.33,6.31,6.42,6.27,10.25,3.34,6.59,6.96,21092880,7895751,-0.13,0.04,N/A,160.25,N/A,-1.22%,-3.28%,-5.17%,-14.89%,0.14,0.18,N/A,0.56,87.18,0.47,0.55,N/A,N/A,N/A,N/A,28.7%,N/A,N/A,N/A,N/A
325,Coty Inc.,COTY,NYQ,USD,United States,Consumer Defensive,Household & Personal Products,https://www.coty.com,11791,60.46,38.97,4.02,8.29,0.872,0.367,4.01,8.36,1.38,4.61,4.61,4.6,4.68,4.56,10.54,4.46,4.91,6.54,9641245,8531045,-0.47,0.62,N/A,7.44,N/A,-6.6%,1.56%,3.0%,-9.03%,0.59,0.39,N/A,4.09,104.32,0.36,0.82,N/A,N/A,N/A,1581638400,-6.2%,N/A,N/A,N/A,N/A
326,N/A,COWN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
327,The Campbell's Company,CPB,NMS,USD,United States,Consumer Defensive,Packaged Foods,https://www.thecampbellscompany.com,14400,35.14,59.05,9.18,16.3,0.298,0.245,12.99,8.79,1.59,30.79,31.11,30.96,31.17,30.61,52.81,30.61,34.54,40.75,5134690,4041351,1.5,3.41,20.53,9.03,N/A,4.44%,14.22%,5.99%,11.66%,1.16,0.68,N/A,7.26,187.63,0.28,0.78,1.56,507.0,101.33%,1751500800,4.5%,-50.0%,N/A,858643200,2:1
328,"CRA International, Inc.",CRAI,NMS,USD,United States,Industrials,Consulting Services,https://www.crai.com,947,3.96,90.77,1.27,1.43,0.007,0.007,33.48,16.14,2.05,187.03,186.19,186.01,188.49,185.21,214.01,133.54,180.77,183.27,152470,89356,7.41,7.69,25.24,24.32,N/A,7.31%,14.05%,8.37%,23.21%,0.03,0.06,N/A,0.18,81.36,0.92,1.03,1.96,105.0,24.56%,1748304000,5.9%,34.4%,N/A,N/A,N/A
329,Credo Technology Group Holding Ltd,CRDO,NMS,USD,Cayman Islands,Technology,Semiconductors,https://credosemi.com,N/A,14.7,77.65,15.87,15.51,0.17,0.15,4.0,271.97,35.52,93.49,94.32,95.05,95.08,91.81,95.71,22.5,61.96,54.32,5665477,5114004,0.29,0.77,322.38,121.42,N/A,11.95%,20.39%,3.37%,8.54%,N/A,N/A,N/A,0.01,1.86,5.51,6.62,N/A,N/A,N/A,N/A,179.7%,N/A,N/A,N/A,N/A
330,"CARGO Therapeutics, Inc.",CRGX,NMS,USD,United States,Healthcare,Biotechnology,https://cargo-tx.com,167,0.66,104.82,0.19,-0.1,0.046,0.025,6.13,0.51,N/A,4.19,4.23,4.22,4.29,4.15,25.45,3.0,4.31,10.73,494481,691525,-4.62,-4.66,N/A,-0.9,N/A,N/A,N/A,-30.07%,-65.94%,-0.15,-0.07,N/A,0.03,10.78,6.21,6.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
331,"Comstock Resources, Inc.",CRK,NYQ,USD,United States,Energy,Oil & Gas E&P,https://www.comstockresources.com,256,75.08,30.69,8.42,11.69,0.293,0.086,7.24,15.74,8.17,28.76,28.46,28.4,28.77,28.11,31.17,7.74,23.48,17.88,5925898,2370980,-1.13,0.44,N/A,65.36,N/A,-22.61%,24.6%,-0.29%,-13.44%,0.62,-0.06,N/A,3.15,138.23,0.32,0.4,N/A,N/A,N/A,1701302400,52.7%,N/A,N/A,1470009600,1:5
332,"Crocs, Inc.",CROX,NMS,USD,United States,Consumer Cyclical,Footwear & Accessories,https://www.crocs.com,7910,3.18,101.54,5.78,7.47,0.056,0.054,35.11,6.85,1.82,103.02,101.87,100.05,103.1,101.58,151.13,86.11,102.97,109.77,1392805,1729735,16.21,13.15,6.36,7.83,N/A,23.35%,23.79%,12.92%,53.7%,0.95,0.71,N/A,1.86,94.57,0.9,1.52,N/A,N/A,N/A,N/A,-0.1%,13.2%,N/A,1181865600,2:1
333,"Cirrus Logic, Inc.",CRUS,NMS,USD,United States,Technology,Semiconductors,https://www.cirrus.com,1643,0.61,99.1,5.44,5.01,0.051,0.051,37.28,10.87,2.64,105.98,107.77,107.48,108.5,105.08,147.46,75.83,100.06,105.37,623812,630804,6.0,6.66,17.66,15.91,N/A,17.48%,20.25%,11.25%,17.6%,0.44,0.31,N/A,0.14,7.37,4.3,6.35,N/A,N/A,N/A,N/A,14.2%,62.1%,N/A,806025600,2:1
334,CorVel Corporation,CRVL,NMS,USD,United States,Financial Services,Insurance Brokers,https://www.corvel.com,5075,43.82,54.01,5.33,5.18,0.051,0.029,6.27,34.43,5.78,103.59,102.25,102.21,103.9,101.74,128.61,83.37,109.72,110.86,471371,150572,1.83,N/A,56.61,N/A,N/A,10.63%,14.39%,15.09%,33.41%,0.13,0.08,N/A,0.03,8.72,1.35,1.9,N/A,N/A,N/A,N/A,11.7%,34.6%,N/A,1735171200,3:1
335,"Cytek Biosciences, Inc.",CTKB,NMS,USD,United States,Healthcare,Medical Devices,https://cytekbio.com,663,9.16,62.13,0.45,0.2,0.127,0.108,2.98,-10.01,1.01,3.55,3.55,3.55,3.65,3.42,7.63,2.37,3.25,4.87,1429046,1139879,-0.09,0.06,N/A,59.17,N/A,-5.71%,-36.12%,-3.51%,-2.91%,0.02,0.03,N/A,0.02,4.19,4.74,5.62,N/A,N/A,N/A,N/A,-7.6%,N/A,N/A,N/A,N/A
336,"Commercial Vehicle Group, Inc.",CVGI,NMS,USD,United States,Consumer Cyclical,Auto Parts,https://cvgrp.com,6400,6.14,68.8,0.05,0.18,0.035,0.025,4.35,7.88,0.26,1.49,1.44,1.41,1.58,1.4,5.69,0.81,1.25,2.05,3462441,479166,-1.21,0.37,N/A,4.03,N/A,-5.03%,1.07%,0.89%,-25.83%,-0.02,0.02,N/A,0.15,112.55,1.01,2.12,N/A,N/A,N/A,N/A,-12.8%,N/A,N/A,N/A,N/A
337,"Commvault Systems, Inc.",CVLT,NMS,USD,United States,Technology,Software - Application,https://www.commvault.com,3300,1.01,103.39,7.76,7.4,0.045,0.044,7.37,75.91,7.43,174.33,175.41,174.97,178.13,173.19,192.01,118.69,174.69,164.17,658737,505408,1.67,3.9,104.39,44.7,N/A,7.64%,11.03%,5.57%,25.23%,0.21,0.23,N/A,0.01,3.37,1.0,1.14,N/A,N/A,N/A,N/A,23.2%,-75.8%,N/A,N/A,N/A
338,Carvana Co.,CVNA,NYQ,USD,United States,Consumer Cyclical,Auto & Truck Dealerships,https://www.carvana.com,17400,2.68,92.16,37.34,47.16,0.117,0.132,11.19,30.52,3.18,319.26,308.73,306.48,320.0,306.5,351.43,118.5,289.72,233.54,3648549,4424325,2.87,2.35,111.24,135.86,N/A,2.68%,9.31%,9.84%,99.59%,1.05,0.65,N/A,6.11,344.78,2.01,3.81,N/A,N/A,N/A,N/A,38.3%,554.0%,N/A,N/A,N/A
339,CyberArk Software Ltd.,CYBR,NMS,USD,Israel,Technology,Software - Infrastructure,https://www.cyberark.com,3793,0.03,93.59,20.01,19.09,0.05,0.049,48.76,5805.06,17.4,397.89,403.87,403.56,403.99,396.33,421.0,230.0,370.4,336.79,390330,730906,-2.03,3.39,N/A,117.37,N/A,-7.98%,-6.18%,-1.49%,-5.36%,0.26,0.34,N/A,N/A,N/A,1.21,1.29,N/A,N/A,N/A,N/A,43.4%,76.0%,N/A,N/A,N/A
340,"Community Health Systems, Inc.",CYH,NYQ,USD,United States,Healthcare,Medical Care Facilities,https://www.chs.net,45000,8.12,82.8,0.48,12.6,0.14,0.096,-14.38,10.07,0.99,3.39,3.5,3.48,3.6,3.38,6.29,2.24,3.37,3.69,2795764,3063703,-3.68,0.35,N/A,9.69,N/A,-3.86%,8.23%,3.78%,N/A,0.5,0.46,N/A,11.98,N/A,1.16,1.44,N/A,N/A,N/A,1355356800,0.6%,N/A,N/A,1461283200,121:100
341,"Daktronics, Inc.",DAKT,NMS,USD,United States,Technology,Electronic Components,https://www.daktronics.com,2422,10.52,78.1,0.77,0.65,0.049,0.039,5.54,9.7,0.87,15.59,15.05,15.03,16.04,15.05,19.89,10.24,14.05,14.47,674817,471812,-0.21,1.17,N/A,13.32,N/A,-1.34%,9.13%,6.02%,-3.96%,0.1,0.08,N/A,0.02,6.18,1.55,2.22,N/A,N/A,N/A,1583452800,-20.1%,N/A,N/A,1151020800,2:1
342,Darling Ingredients Inc.,DAR,NYQ,USD,United States,Consumer Defensive,Packaged Foods,https://www.darlingii.com,15500,1.17,107.6,6.03,10.18,0.158,0.148,28.13,12.58,1.79,38.12,38.23,38.31,38.31,36.85,43.49,26.0,33.47,35.3,6161665,2617983,1.07,2.99,35.63,12.75,N/A,3.02%,4.75%,1.84%,3.91%,0.82,0.4,N/A,4.14,91.36,0.68,1.4,N/A,N/A,N/A,N/A,-2.8%,N/A,N/A,879120000,3:1
343,Designer Brands Inc.,DBI,NYQ,USD,United States,Consumer Cyclical,Footwear & Accessories,https://www.designerbrands.com,14000,21.34,93.77,0.12,1.44,0.041,0.026,5.49,16.3,0.49,2.46,2.47,2.42,2.51,2.38,8.45,2.17,3.03,4.6,2453915,1764200,-0.57,0.75,N/A,3.28,N/A,-0.97%,-0.73%,0.77%,-8.85%,0.08,0.05,N/A,1.36,503.98,0.17,1.27,0.2,813.0,500.0%,1743120000,-8.0%,N/A,N/A,1383523200,2:1
344,DocGo Inc.,DCGO,NCM,USD,United States,Healthcare,Medical Care Facilities,https://www.docgo.com,3404,7.11,59.17,0.16,0.13,0.099,0.087,3.09,9.31,0.26,1.6,1.68,1.69,1.7,1.55,5.67,1.23,1.73,3.27,1845549,1107314,-0.01,0.13,N/A,12.31,N/A,-0.12%,-14.58%,-0.16%,-2.7%,0.09,0.08,N/A,0.06,20.16,2.4,2.44,N/A,N/A,N/A,N/A,-50.0%,N/A,N/A,N/A,N/A
345,N/A,DEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
346,"Donnelley Financial Solutions, Inc.",DFIN,NYQ,USD,United States,Technology,Software - Application,https://www.dfinsolutions.com,1800,4.76,96.37,1.7,1.89,0.028,0.027,14.89,12.51,2.42,61.49,61.06,61.02,62.27,60.68,71.01,37.8,53.63,57.28,587661,306003,3.02,4.06,20.36,15.15,N/A,11.56%,24.12%,10.56%,21.74%,0.16,0.12,N/A,0.21,49.16,1.09,1.24,N/A,N/A,N/A,N/A,-1.1%,-3.7%,N/A,N/A,N/A
347,"Delek US Holdings, Inc.",DK,NYQ,USD,United States,Energy,Oil & Gas Refining & Marketing,https://www.delekus.com,1987,2.96,116.3,1.29,4.31,0.061,0.055,2.56,-203.17,0.38,21.19,20.92,21.1,21.25,20.49,25.68,11.03,17.57,17.48,2280669,1689067,-12.2,-2.41,N/A,-8.79,N/A,-6.16%,-4.44%,-3.6%,-103.33%,-0.3,-0.4,N/A,3.37,784.86,0.49,0.85,1.02,481.0,308.33%,1747008000,-15.5%,N/A,N/A,N/A,N/A
348,"Dolby Laboratories, Inc.",DLB,NYQ,USD,United States,Industrials,Specialty Business Services,https://www.dolby.com,2080,1.36,95.65,7.11,6.54,0.061,0.061,26.79,17.83,4.95,74.05,74.99,74.82,75.04,73.62,89.66,66.35,74.94,77.15,560726,398211,2.64,3.81,28.05,19.44,N/A,19.44%,30.3%,5.64%,10.31%,0.42,0.35,N/A,0.04,1.56,2.56,3.04,1.32,178.0,47.73%,1747094400,1.4%,-6.9%,N/A,N/A,N/A
349,Denali Therapeutics Inc.,DNLI,NMS,USD,United States,Healthcare,Biotechnology,https://www.denalitherapeutics.com,443,9.97,94.28,2.05,1.28,0.145,0.131,7.73,-2.49,N/A,14.1,14.45,14.49,14.66,13.97,33.33,10.57,14.41,20.45,2305865,1615300,-2.67,-2.75,N/A,-5.13,N/A,N/A,N/A,-22.58%,-35.21%,-0.37,-0.26,N/A,0.05,4.59,8.92,9.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
350,"Krispy Kreme, Inc.",DNUT,NMS,USD,United States,Consumer Defensive,Grocery Stores,https://www.krispykreme.com,21000,54.06,53.39,0.45,1.92,0.171,0.073,6.47,21.25,1.2,2.65,2.7,2.67,2.71,2.61,12.68,2.5,3.3,7.69,2818572,4750070,-0.13,0.32,N/A,8.28,N/A,-1.35%,-5.4%,-0.86%,-1.93%,0.04,-0.06,N/A,1.46,128.73,0.23,0.35,0.14,528.0,700.0%,1745366400,-15.3%,N/A,N/A,N/A,N/A
351,"Healthpeak Properties, Inc.",DOC,NYQ,USD,United States,Real Estate,REIT - Healthcare Facilities,https://www.healthpeak.com,387,0.29,97.67,12.06,21.82,0.695,0.692,11.72,13.56,7.8,17.36,17.5,17.48,17.59,17.24,23.26,16.64,17.54,20.1,9420686,6558846,0.41,0.25,42.34,69.44,N/A,9.99%,18.85%,1.74%,3.32%,1.2,0.75,N/A,9.18,103.85,0.66,1.68,1.22,703.0,293.9%,1750032000,15.9%,500.0%,N/A,1477958400,1098:1000
352,N/A,DOMA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
353,Amdocs Limited,DOX,NMS,USD,United States,Technology,Software - Infrastructure,https://www.amdocs.com,29058,N/A,100.41,10.12,10.63,0.111,0.109,31.12,10.87,2.24,91.01,91.68,91.37,92.32,90.44,95.41,77.17,90.3,88.01,1534462,694075,4.76,7.03,19.12,12.95,N/A,11.39%,17.53%,7.83%,15.35%,0.69,0.67,N/A,0.79,22.49,0.96,1.17,2.11,232.0,41.26%,1751241600,-9.4%,43.4%,N/A,N/A,N/A
354,Driven Brands Holdings Inc.,DRVN,NMS,USD,United States,Consumer Cyclical,Auto & Truck Dealerships,https://www.drivenbrands.com,10700,2.27,104.09,2.87,5.87,0.164,0.059,3.92,13.83,2.47,17.45,17.44,17.24,17.75,17.28,18.71,12.34,17.36,16.23,593845,705154,-1.78,1.25,N/A,13.96,N/A,-12.27%,11.87%,2.71%,-36.97%,0.26,0.2,N/A,3.15,490.4,0.8,1.47,N/A,N/A,N/A,N/A,7.1%,28.5%,N/A,N/A,N/A
355,Duke Energy Corporation,DUK,NYQ,USD,United States,Utilities,Utilities - Regulated Electric,https://www.duke-energy.com,26413,0.14,68.96,90.88,179.98,0.777,0.775,63.96,12.08,5.9,116.92,116.15,116.25,117.8,116.1,125.27,99.21,117.75,115.16,3566797,3732003,6.03,6.34,19.39,18.44,N/A,15.62%,28.33%,2.84%,9.48%,12.03,-2.42,N/A,87.48,168.9,0.3,0.77,4.18,358.0,69.02%,1747353600,7.5%,22.0%,N/A,1341273600,1:3
356,"DoubleVerify Holdings, Inc.",DV,NYQ,USD,United States,Technology,Software - Application,https://www.doubleverify.com,1197,0.69,101.17,2.41,2.34,0.163,0.135,6.35,19.66,3.44,14.84,14.86,14.74,14.9,14.63,23.11,11.52,13.92,17.05,2268227,2770774,0.29,0.46,51.17,32.26,N/A,7.55%,4.1%,4.1%,4.83%,0.17,0.17,N/A,0.11,10.2,3.42,3.72,N/A,N/A,N/A,N/A,17.2%,-75.0%,N/A,N/A,N/A
357,"Dynex Capital, Inc.",DX,NYQ,USD,United States,Real Estate,REIT - Mortgage,https://www.dynexcapital.com,22,1.24,48.98,1.3,8.29,0.107,0.104,12.6,N/A,76.73,12.12,12.23,12.2,12.26,12.04,14.52,10.79,12.16,12.66,6215223,3969446,0.79,0.55,15.34,22.04,N/A,65.45%,-34.02%,0.92%,6.01%,0.04,N/A,N/A,7.24,518.55,0.05,0.09,2.04,1683.0,212.66%,1750636800,-82.4%,N/A,N/A,1561075200,1:3
358,GrafTech International Ltd.,EAF,NYQ,USD,United States,Industrials,Electrical Equipment & Parts,https://www.graftech.com,1072,29.79,56.62,0.27,1.15,0.258,0.17,-0.41,-59.0,2.23,1.06,1.1,1.11,1.18,1.06,2.53,0.52,0.92,1.32,40580434,3384877,-0.54,-0.28,N/A,-3.79,N/A,-27.17%,-16.28%,-4.21%,N/A,-0.07,-0.05,N/A,1.09,N/A,2.04,4.16,N/A,N/A,N/A,1685404800,-18.1%,N/A,N/A,N/A,N/A
359,Ecopetrol S.A.,EC,NYQ,USD,Colombia,Energy,Oil & Gas Integrated,https://www.ecopetrol.com.co,N/A,N/A,1.16,18.89,128210.58,2.056,4.668,1884.52,2.45,0.96,8.93,9.24,9.24,9.24,8.88,11.32,7.21,8.79,8.82,2792478,2740232,1.54,1.76,5.8,5.07,N/A,10.53%,26.77%,7.63%,19.11%,45235.35,16487.78,N/A,118660.93,114.87,1.02,1.33,2.39,2678.0,77.15%,1750896000,0.2%,-22.1%,N/A,N/A,N/A
360,N/A,ECOL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361,New Oriental Education & Technology Group Inc.,EDU,NYQ,USD,China,Consumer Defensive,Education & Training Services,https://www.neworiental.org,67935,2.09,44.62,8.85,84.06,0.164,1.13,22.86,154.98,17.53,54.14,54.8,54.48,54.79,53.6,87.26,40.66,47.99,55.15,1082278,1213679,2.3,4.32,23.54,12.53,N/A,8.17%,10.52%,3.82%,9.68%,0.87,0.4,N/A,0.74,18.58,1.47,1.66,N/A,N/A,N/A,1725840000,-2.0%,N/A,N/A,1649376000,1:10
362,"8x8, Inc.",EGHT,NMS,USD,United States,Technology,Software - Application,https://www.8x8.com,1942,2.67,82.15,0.25,0.47,0.135,0.097,1.36,11.26,0.66,1.86,1.86,1.86,1.9,1.8,3.52,1.51,1.76,2.28,1846654,1477027,-0.21,0.43,N/A,4.33,N/A,-3.81%,-24.52%,1.32%,-24.28%,0.06,0.1,N/A,0.41,267.27,0.85,1.21,N/A,N/A,N/A,N/A,17.4%,N/A,N/A,N/A,N/A
363,EHang Holdings Limited,EH,NGM,USD,China,Industrials,Aerospace & Defense,https://www.ehang.com,483,0.64,33.08,1.22,1.67,0.052,0.103,12.82,-6.31,3.96,16.99,17.3,17.23,17.35,16.58,29.76,10.4,17.04,17.35,1359359,1527637,-0.49,0.23,N/A,73.87,N/A,-58.15%,-344.47%,-15.85%,-41.68%,N/A,N/A,N/A,0.31,33.13,2.28,2.68,N/A,N/A,N/A,N/A,-57.7%,N/A,N/A,N/A,N/A
364,Elanco Animal Health Incorporated,ELAN,NYQ,USD,United States,Healthcare,Drug Manufacturers - Specialty & Generic,https://www.elanco.com,9000,1.03,101.48,7.1,11.01,0.497,0.493,12.8,12.77,2.49,14.29,14.4,14.3,14.46,14.13,15.78,8.02,12.19,12.21,5554606,6297209,0.75,0.94,19.05,15.2,N/A,8.43%,10.14%,1.14%,6.01%,0.54,1.32,N/A,4.39,69.18,1.22,2.71,N/A,N/A,N/A,N/A,-1.0%,116.7%,N/A,N/A,N/A
365,N/A,ELMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
366,"Equity LifeStyle Properties, Inc.",ELS,NYQ,USD,United States,Real Estate,REIT - Residential,https://www.equitylifestyleproperties.com,3800,1.32,99.09,12.31,15.01,0.191,0.188,9.15,20.37,9.76,61.46,62.2,62.09,62.47,61.15,76.6,58.86,63.54,67.19,1612649,1448200,1.94,1.96,31.68,31.36,N/A,23.82%,37.64%,5.85%,22.9%,0.59,0.49,N/A,3.2,174.62,0.11,0.38,2.06,335.0,100.39%,1750982400,1.4%,-3.0%,N/A,1571184000,2:1
367,"Enova International, Inc.",ENVA,NYQ,USD,United States,Financial Services,Credit Services,https://www.enova.com,1787,4.71,95.26,2.82,6.54,0.025,0.024,46.82,N/A,5.02,111.01,107.23,105.55,111.63,106.32,117.56,60.83,95.86,96.48,580052,283740,8.48,10.86,13.09,10.22,N/A,17.94%,26.43%,4.64%,19.94%,1.58,N/A,N/A,3.79,316.68,17.58,18.53,N/A,N/A,N/A,N/A,23.3%,64.0%,N/A,N/A,N/A
368,Enovix Corporation,ENVX,NMS,USD,United States,Industrials,Electrical Equipment & Parts,https://www.enovix.com,570,13.16,49.63,1.9,1.85,0.192,0.169,1.23,-12.6,80.72,9.89,10.53,10.53,10.53,9.67,18.68,5.27,7.63,9.2,7616108,5012293,-1.11,-0.66,N/A,-14.98,N/A,N/A,-834.84%,-21.73%,-84.94%,-0.09,-0.1,N/A,0.2,82.04,4.34,4.67,N/A,N/A,N/A,N/A,-3.3%,N/A,N/A,N/A,N/A
369,"EOG Resources, Inc.",EOG,NYQ,USD,United States,Energy,Oil & Gas E&P,https://www.eogresources.com,3150,0.28,95.46,65.93,64.39,0.546,0.544,53.55,5.3,2.74,120.8,121.0,121.13,121.14,119.89,138.18,102.52,114.39,123.52,2534596,4254251,10.8,11.06,11.19,10.92,N/A,25.88%,31.74%,10.51%,20.9%,11.53,4.1,N/A,5.06,17.15,1.61,1.87,4.08,338.0,34.31%,1752710400,N/A,-14.5%,N/A,1396310400,2:1
370,"Evolus, Inc.",EOLS,NGM,USD,United States,Healthcare,Drug Manufacturers - Specialty & Generic,https://www.evolus.com,372,5.46,85.33,0.59,0.65,0.064,0.054,-0.1,-23.73,2.37,9.14,9.34,9.31,9.42,9.05,17.82,8.67,10.19,12.76,669360,1082730,-0.89,0.2,N/A,45.7,N/A,-20.4%,-19.0%,-9.36%,-949.46%,-0.02,-0.01,N/A,0.13,N/A,2.05,2.34,N/A,N/A,N/A,N/A,15.5%,N/A,N/A,N/A,N/A
371,N/A,EPZM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
372,Erie Indemnity Company,ERIE,NMS,USD,United States,Financial Services,Insurance Brokers,https://www.erieinsurance.com,6715,45.49,43.98,17.8,17.53,0.046,0.025,39.54,22.51,4.49,340.45,340.26,340.73,341.56,333.33,547.0,333.33,363.31,418.5,140046,148961,11.73,13.4,29.02,25.41,N/A,15.73%,15.92%,16.29%,32.38%,0.64,0.36,N/A,0.01,0.61,1.25,1.38,5.46,161.0,55.79%,1751932800,12.3%,11.2%,N/A,831945600,3:1
373,Enstar Group Limited,ESGR,NMS,USD,Bermuda,Financial Services,Insurance - Diversified,https://www.enstargroup.com,790,11.1,81.62,5.01,3.83,0.015,0.011,426.59,N/A,3.31,336.03,336.39,336.39,336.48,335.19,348.48,305.81,334.93,328.53,241199,110088,31.18,40.0,10.78,8.4,N/A,43.86%,46.08%,2.21%,8.56%,0.79,0.61,N/A,1.95,31.35,0.29,0.39,N/A,N/A,N/A,1170201600,-19.4%,-58.6%,N/A,N/A,N/A
374,"Esperion Therapeutics, Inc.",ESPR,NGM,USD,United States,Healthcare,Drug Manufacturers - Specialty & Generic,https://www.esperion.com,304,0.57,59.3,0.2,0.68,0.198,0.196,-2.17,-16.94,2.6,0.99,1.02,1.02,1.06,0.99,3.94,0.69,0.97,1.73,3427146,5215401,-0.85,0.2,N/A,4.97,N/A,-59.03%,-34.0%,-7.17%,N/A,-0.1,-0.08,N/A,0.59,N/A,0.72,1.18,N/A,N/A,N/A,N/A,-52.8%,N/A,N/A,N/A,N/A
375,"Essex Property Trust, Inc.",ESS,NYQ,USD,United States,Real Estate,REIT - Residential,https://www.essexapartmenthomes.com,1712,1.17,100.63,19.71,25.33,0.064,0.064,86.55,21.43,13.61,285.41,289.11,287.72,291.02,283.59,317.73,243.85,281.83,290.8,579520,488627,10.45,6.02,27.31,47.41,N/A,36.1%,33.33%,2.83%,12.81%,1.03,0.79,N/A,6.84,118.42,0.12,0.38,10.28,360.0,94.93%,1751241600,8.8%,-25.7%,N/A,N/A,N/A
